target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
FILD or FILA ADJUDICATED,1,392429752,zebra,7695,152,0.8035630804440506,0.01695184451251422,0.22200343412320686
FILD or FILA ADJUDICATED,1,392429752,genomic,7695,152,0.5631755130235772,0.003152844742773014,0.030910197399331336
FILD or FILA ADJUDICATED,1,392429752,combined,7695,152,0.7892137708715645,0.01575305965098349,0.20337587969038112
FILD or FILA ADJUDICATED,2,2018504452,zebra,7695,152,0.8138104690999672,0.017434166916695158,0.25150536038742444
FILD or FILA ADJUDICATED,2,2018504452,genomic,7695,152,0.6129681056678551,0.0025113908329088665,0.03207327666771612
FILD or FILA ADJUDICATED,2,2018504452,combined,7695,152,0.7844263067186726,0.01829776823405458,0.25143001486618166
FILD or FILA ADJUDICATED,3,1899814237,zebra,7695,152,0.8197405053133962,0.017929964693651136,0.2535760754022431
FILD or FILA ADJUDICATED,3,1899814237,genomic,7695,152,0.5484790708708667,0.000937519624329284,0.022105424407911543
FILD or FILA ADJUDICATED,3,1899814237,combined,7695,152,0.8010014513281747,0.015453897653453534,0.16828564330855497
FILD or FILA ADJUDICATED,4,999367164,zebra,7695,152,0.8227691934662322,0.017612922751662395,0.23598631330729553
FILD or FILA ADJUDICATED,4,999367164,genomic,7695,152,0.6184834143890815,0.0029219754111515037,0.03304588745628753
FILD or FILA ADJUDICATED,4,999367164,combined,7695,152,0.8225934466950885,0.017801752408995446,0.22336824254369153
FILD or FILA ADJUDICATED,5,1716593074,zebra,7695,152,0.808993350405046,0.01663711388041893,0.22708858223209547
FILD or FILA ADJUDICATED,5,1716593074,genomic,7695,152,0.5453775546515766,0.002800566227314276,0.03201127041424938
FILD or FILA ADJUDICATED,5,1716593074,combined,7695,152,0.7889189698360976,0.014712882979688383,0.17518037818671986
FILD or FILA ADJUDICATED,6,1452511707,zebra,7695,152,0.8119666543396806,0.017553918934948398,0.23075091882561025
FILD or FILA ADJUDICATED,6,1452511707,genomic,7695,152,0.5720875750957668,0.003126940628118088,0.032143484918058775
FILD or FILA ADJUDICATED,6,1452511707,combined,7695,152,0.795902614483976,0.016575667924949588,0.22488026614042858
FILD or FILA ADJUDICATED,7,2065650435,zebra,7695,152,0.8215459436075274,0.018176925975285557,0.2540019333911817
FILD or FILA ADJUDICATED,7,2065650435,genomic,7695,152,0.5498283525331956,0.0020993235275647694,0.024297895783478615
FILD or FILA ADJUDICATED,7,2065650435,combined,7695,152,0.8014933678488945,0.018281327407076622,0.3012597522783253
