target_name,repeat,split_seed,model,n_test,n_positive,n_negative,observed_prevalence,performance_prevalence,zedstat_auc,zedstat_auc_ci_low,zedstat_auc_ci_high,brier_score,calibration_intercept,calibration_slope,expected_calibration_error,max_calibration_error,mean_predicted_risk,observed_to_expected_ratio,sklearn_auc_check,auc_zedstat_minus_sklearn
FILD or FILA ADJUDICATED,1,439824836,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8135913460526316,0.7719765051175386,0.8552061869877247,0.40372857643589805,-4.5959201039312125,0.1870436715569031,0.5692241287994949,0.9219046339585529,0.588977215219248,0.03353794664603445,0.8135226456038014,6.870044883022786e-05
FILD or FILA ADJUDICATED,1,439824836,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.552242302631579,0.5046764421698453,0.5998081630933128,0.08427033957391918,-3.63619132399619,0.18006055520988998,0.19744591398900108,0.5421511014331861,0.21719900040875417,0.0909446469945952,0.5521605950445515,8.170758702752412e-05
FILD or FILA ADJUDICATED,1,439824836,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8061509934210527,0.7640096319817187,0.8482923548603867,0.02408301191524012,-0.8004836631449307,1.4510301288452565,0.06385535083942386,0.16122359752207083,0.08360843725917695,0.2362570939882621,0.8060671448606934,8.384856035925647e-05
FILD or FILA ADJUDICATED,2,1256716928,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8161536805807622,0.7747268730134615,0.8575804881480629,0.4036671116204966,-4.549443271698562,0.18498590039710272,0.5695247721249909,0.9210623467631371,0.589277858544744,0.03352083594067913,0.8161095682996434,4.411228111877996e-05
FILD or FILA ADJUDICATED,2,1256716928,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5522510394736843,0.5046850341392375,0.599817044808131,0.07576274315570944,-3.6474585821710828,0.1643065820555164,0.18361834103354782,0.5149104870588389,0.20337142745330095,0.0971281298809238,0.5521736779307409,7.736154294335496e-05
FILD or FILA ADJUDICATED,2,1256716928,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8038866184210527,0.7615906374977894,0.8461825993443159,0.06754302696468183,-2.5457969300096046,1.3908862012406389,0.1844471219344126,0.4281581160533575,0.20420020835416572,0.09673391902467234,0.8038090387044107,7.757971664201779e-05
FILD or FILA ADJUDICATED,3,471186137,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8473935976720648,0.8085604104175027,0.8862267849266269,0.40024427014757014,-4.650093049801402,0.18524756569495163,0.5674305404636412,0.9274492065307413,0.5871836268833942,0.033640390357266806,0.8473340566715741,5.954100049065936e-05
FILD or FILA ADJUDICATED,3,471186137,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5407125592105264,0.49335488781897197,0.5880702306020809,0.1128542222838884,-3.6807762255619814,0.24284113751736358,0.2749145853280364,0.5431848278841634,0.2946676717477895,0.06703513250228565,0.5406712043930587,4.135481746769809e-05
FILD or FILA ADJUDICATED,3,471186137,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7883041184210526,0.7450120922571491,0.8315961445849561,0.03185050576050709,-2.3018758301487803,0.538548354801833,0.05121284405311122,0.339679180476539,0.06799898111099734,0.29049091761403556,0.7882229602908238,8.115813022879781e-05
FILD or FILA ADJUDICATED,4,1768027081,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8084805101674641,0.7665009272554749,0.8504600930794534,0.40367227276468187,-4.5169000237207815,0.17639693788245542,0.5693666388937195,0.9196945995737855,0.5891197253134726,0.033529833701023,0.8084037483341125,7.67618333515907e-05
