target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
FILD or FILA ADJUDICATED,1,439824836,zebra,0,770,2,0.23357638389985955,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.11052533634471677,0.2614461530736853
FILD or FILA ADJUDICATED,1,439824836,zebra,1,769,1,0.28637864258549517,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.26147615659140916,0.3117823339439391
FILD or FILA ADJUDICATED,1,439824836,zebra,2,770,5,0.3431682093545327,0.006493506493506494,0.0027767335367897463,0.01510995198893538,0.3119478363101785,0.3754533784657197
FILD or FILA ADJUDICATED,1,439824836,zebra,3,769,5,0.41084790678681454,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.37556410307577726,0.44836042476870386
FILD or FILA ADJUDICATED,1,439824836,zebra,4,770,9,0.49211277127191,0.011688311688311689,0.006161243000312308,0.022063477414615715,0.44868642390728164,0.5415147210270846
FILD or FILA ADJUDICATED,1,439824836,zebra,5,769,10,0.6003597763166436,0.013003901170351105,0.007078545900378475,0.023770548113126753,0.5416602126787358,0.6610983369942656
FILD or FILA ADJUDICATED,1,439824836,zebra,6,769,9,0.7292291840284363,0.011703511053315995,0.006169270449727107,0.022091970677298834,0.6612997108028855,0.7904401128919928
FILD or FILA ADJUDICATED,1,439824836,zebra,7,770,10,0.8453428912547103,0.012987012987012988,0.007069333631553706,0.02373989550567504,0.7904669395525127,0.8995130441101881
FILD or FILA ADJUDICATED,1,439824836,zebra,8,769,23,0.9518136066503605,0.02990897269180754,0.02001129965969971,0.04447988187803632,0.8995976361619833,0.9865616860169348
FILD or FILA ADJUDICATED,1,439824836,zebra,9,770,78,0.9969866021739403,0.1012987012987013,0.08192751953281167,0.1246283027208663,0.9865848577878713,1.0
FILD or FILA ADJUDICATED,1,439824836,genomic,0,770,8,0.02758897450945376,0.01038961038961039,0.005273784940225151,0.020366426752402144,0.0017501073756160466,0.04362425654181206
FILD or FILA ADJUDICATED,1,439824836,genomic,1,769,12,0.05783295821934124,0.015604681404421327,0.008948690331271528,0.027076109455192295,0.04364270082543657,0.07220599952910277
FILD or FILA ADJUDICATED,1,439824836,genomic,2,770,17,0.08660719760363472,0.02207792207792208,0.01382933715277743,0.03507145304055638,0.07221937375887685,0.1023879165748944
FILD or FILA ADJUDICATED,1,439824836,genomic,3,769,18,0.11841699884598715,0.02340702210663199,0.014856495571086814,0.03669542153425275,0.10240112653147274,0.13549284175589527
FILD or FILA ADJUDICATED,1,439824836,genomic,4,770,5,0.1547291876985818,0.006493506493506494,0.0027767335367897463,0.01510995198893538,0.13550530270356664,0.17437231246314844
FILD or FILA ADJUDICATED,1,439824836,genomic,5,769,16,0.19743673800325653,0.02080624187256177,0.01284691135930053,0.033529299973080455,0.1743731915309438,0.21972246143574742
